Last Write Time Hive Offset     Type    Key     Name    Data    Volatile
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .ogm            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .ogv            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .ogx            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .opus           False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .orf            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .ori            False
2023-01-09 20:09:22.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .oxps           False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .pdf            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .pef            False
2023-01-09 20:09:22.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .ply            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .png            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .ps1            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .psd1           False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .psm1           False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .qt             False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .R3D            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .raf            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .raw            False
2023-01-09 20:10:56.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .rle            False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .rm             False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .rmv            False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .rmvb           False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .rw2            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .rwl            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .rwz            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .scp            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .sr2            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .srf            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .srw            False
2023-01-09 20:09:23.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .stl            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .svg            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .thumb          False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .tif            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .tiff           False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .tod            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .ts             False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .tts            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .txt            False
2023-01-09 20:26:20.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .vcf            False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .vob            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wav            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wdp            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .webm           False
2023-01-09 20:10:56.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .webp           False
2023-01-09 20:11:04.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .whiteboard             False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wm             False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wma            False
2023-01-09 20:10:56.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wmf            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wmv            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wpl            False
2023-01-09 20:09:24.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wsb            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .wtx            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .x3f            False
2023-01-09 20:09:24.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .xps            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .xvid           False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .yuv            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     .zpl            False
2023-01-09 20:11:21.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppID           False
2023-01-09 20:26:30.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     appinstaller.oauth2             False
2023-01-09 20:26:20.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX0resaq7r5ermbh4b96ke39yqc1atfhjr            False
2023-01-09 20:28:03.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX0t69n30jztar4a12pv0h1xh91e8jsacr            False
2023-01-09 20:28:37.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX1akbsnxkswph8hkx1pb4f1s3d2rfbnyb            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX1b0e9ytcwx0wcmvkdey0h6af04t1ta3z            False
2023-01-09 20:26:17.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX1sy7rwrc20ggq97a6x1mgmjat0rthy51            False
2023-01-09 20:10:54.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX2jm25qtmp2qxstv333wv5mne3k5bf4bm            False
2023-01-09 20:09:23.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX3p914qnpgw4hwj856jw2y286v7d4qnzh            False
2023-01-09 20:09:23.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX40nx3azkcssh7ybcbzzjpgf1mg561cyz            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX43hnxtbyyps62jhe9sqpdzxn1790zetc            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX47jwqdafzcxw9wm0mbb5cev2eav5b1je            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX4hxtad77fbk3jkkeerkrm0ze94wjf3s9            False
2023-01-09 20:25:48.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX4jbzrhvphxte25e0gxha6bq555nrgqzy            False
2023-01-09 20:26:23.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX4ra53nzs9xcdyxf1wgcp31xefscv1jnk            False
2023-01-09 20:10:42.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX4t3n6teewhtndzr4h5x7vg9jcjkedh7c            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX4ztfk9wxr86nxmzzq47px0nh0e58b8fw            False
2023-01-09 20:26:06.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX5nebv0xjaxafmmr3cnptgjg9pdpqcg0h            False
2023-01-09 20:09:24.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX6006hzyfsdm0v5mhzsyjgvyh29vvj9sp            False
2023-01-09 20:28:45.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX6eg8h5sxqq90pv53845wmnbewywdqq5h            False
2023-01-09 20:28:03.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX6hptmm8avg1gnv71j8jda9340qk79w89            False
2023-01-09 20:28:45.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX6w6n4f8xch1s3vzwf3af6bfe88qhxbza            False
2023-01-09 20:26:24.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX70hz8geay8nefwg2887gffr7tmedrrh2            False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX77a4xf1ynjnhecq6pjngc07j31r3q912            False
2023-01-09 20:25:51.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX77ghgzrbzwe6djbdyty6hp5e3z1qryqx            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX7rm9drdg8sk7vqndwj3sdjw11x96jc0y            False
2023-01-09 20:25:41.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX8mn6f6acw2d3hves535dpq0zqnxqkec7            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX90nv6nhay5n6a98fnetv7tpk64pp35es            False
2023-01-09 20:26:15.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppX9vwggs9kbe3mn0w816545e7zs1x6vegr            False
2023-01-09 20:09:25.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXak1hygz1tpjjnxhr1pwtcgnkpr24r5e7            False
2023-01-09 20:09:24.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXbemgape21yns3k5pd4ah40jz06yq6xrk            False
2023-01-09 20:25:58.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXbqrd7zg39s227k5zy1mah67hhk0wgmw4            False
2023-01-09 20:26:32.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXc7a8qy2q159qxm0qxt9p1dx5kw9em76h            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXcb6e5re383zqpgggd2grt6vrv627a4wt            False
2023-01-09 20:28:25.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXcesbfs704v2mjbts9dkr42s9vmrhxbkj            False
2023-01-09 20:25:51.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXcr7ve1e6y7nx8n3y5qv7m7s9kzz18jx5            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXd4nrz8ff68srnhf9t5a8sbjyar1cr723            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXde74bfzw9j31bzhcvsrxsyjnhhbq66cs            False
2023-01-09 20:25:51.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXdyw2j75xqd0y008p4bvtxhnxp3py2t2g            False
2023-01-09 20:25:39.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXe05qdnx2p14g0mw29139zqs9s5n3wcne            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXe862j7twqs4aww05211jaakwxyfjx4da            False
2023-01-09 20:26:12.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXegssybx65447k2q6prgacs1t5gzge8at            False
2023-01-09 20:26:15.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXejqz5dpvfxzdkq7rwbwmnn4gyqk3hhb9            False
2023-01-09 20:34:02.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXewfz11nnnd1v7scbs4vmxpc1svxc4r90            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXf3k2nhftgnncnbzma7c7xf62tm3e4vv2            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXfqdap54b29v3w265t548h0wzs1hqega7            False
2023-01-09 20:28:03.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXg280tzrpxnd0t559h02gpd27tgrma246            False
2023-01-09 20:28:03.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXgwsb7drvvkp7jxvqdqst0ajpq6107yzv            False
2023-01-09 20:25:47.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXhhkhyqrpsdn2kgtvr6qf6att22kmtadz            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXhk4des8gf2xat3wtyzc5q06ny78jhkqx            False
2023-01-09 20:26:32.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXhwjzxabv4fh3vejfkb83mp5zm204d13g            False
2023-01-09 20:25:51.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXjmgntwab0zvv6ga5dkkwc34b7s4r55e9            False
2023-01-09 20:26:32.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXk3d2bb02287wyef7thnkazbax1rq4mgm            False
2023-01-09 20:25:51.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXkn1qcbm5sq3zpckpgc0sr39rbdbentq3            False
2023-01-09 20:10:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXkv2jqn1pq8ajm0p5dhgqde7aafykkrrn            False
2023-01-09 20:26:14.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXm4fjth7rfv9b2vppk3w1gcpsf4gy9r3n            False
2023-01-09 20:26:07.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXm8fs0gj5h36ynw4kq0x3gqnz6ecr1kvy            False
2023-01-09 20:26:14.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXmrzewgswm3y60fdz9attr7pr39wrb9dt            False
2023-01-09 20:09:23.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXnn90p29wc108haje7ahczjhc00h3p5sf            False
2023-01-09 20:26:16.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXp8e2ntvbtget7f2fw6qec3j54vhd14m4            False
2023-01-09 20:26:12.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXp9gkwccvk6fa6yyfq3tmsk8ws2nprk1p            False
2023-01-09 20:26:20.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXpb1vntage8kvnwpyg40aqz34j851h4p1            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXq0fevzme2pys62n3e0fbqa7peapykr8v            False
2023-01-09 20:26:01.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXqfpr9x317ewk22rsdthq6rd0tb73djsh            False
2023-01-09 20:28:37.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs            False
2023-01-09 20:25:29.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXqmt9n48kdgabchqtfjw3a4n5as0gk0vt            False
2023-01-09 20:26:14.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXsbz2fdbdmn6pz7xyd3zc95j9syhcnyc2            False
2023-01-09 20:25:46.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXtdsvh5xwhxbaz7rbfsr3wak5hg0jmn1p            False
2023-01-09 20:28:37.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXtggqqtcfspt6ks3fjzyfppwc05yxwtwy            False
2023-01-09 20:09:24.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXvh6wr5m8dahsamnz5bba3y539d92zdw0            False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXvsqkg1th80rv6s2rkh5m1hjp3hxryydd            False
2023-01-09 20:26:20.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXvvr0sjtc34r6nk4mhn2e608s2xp2tezg            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXvvwq6wxamf7qhxd0vn6wm1wwehyxrdd6            False
2023-01-09 20:25:31.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXw3nvmqt363p060ea53qg33er1a0782a8            False
2023-01-09 20:26:30.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXxfctf2rqj6c7b4wrvys6zq1bskprrn19            False
2023-01-09 20:09:26.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXxfzmfpme06qpdmsvw8etc4vd5sb2fpth            False
2023-01-09 20:09:27.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXxvnbvsna403aer8rg6v5h12z8c8te2rc            False
2023-01-09 20:28:37.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXybm0hz3h6qr4z6wdaaefvpq136awdq2e            False
2023-01-09 20:10:42.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXz6twhm7e3a5swgrsmaax3zq4p7dmnynb            False
2023-01-09 20:26:24.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXzc8ajeke9yt5s0y88h6hvwqd556b4bma            False
2023-01-09 20:25:57.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     AppXzn6aajbcrxx2qvxjawp7v0xnj1zdzdcz            False
2023-01-09 20:11:21.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     BannerNotificationHandler.BannerNotificationHandler             False
2023-01-09 20:11:21.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     BannerNotificationHandler.BannerNotificationHandler.1           False
2023-01-09 20:09:24.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     bingmaps                False
2023-01-09 20:26:32.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     bingnews                False
2023-01-09 20:26:31.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     bingweather             False
2023-01-09 20:26:16.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     calculator              False
2023-01-09 20:28:25.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     CLSID           False
2023-01-09 20:26:33.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     com.clipchamp.app               False
2023-01-09 20:11:04.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     Directory               False
2023-01-09 20:09:23.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     Extensions              False
2023-01-09 20:26:14.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     feedback-hub            False
2023-01-09 20:11:21.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     FileSyncClient.AutoPlayHandler          False
2023-01-09 20:11:21.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     FileSyncClient.AutoPlayHandler.1                False
2023-01-09 20:11:21.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     FileSyncClient.FileSyncClient           False
2023-01-09 20:11:21.000000      0xd30c829bc000  Key     \??\C:\Users\Spongebob\AppData\Local\Microsoft\Windows\UsrClass.dat     FileSyncClient.FileSyncClient.1         False
